순번,시도본부,소방서,119안전센터명,주소,전화번호,팩스번호
1002,경상남도,사천소방서,동금119안전센터,경상남도 사천시 남일로 29,055-830-9400,055-830-9409
1003,경상남도,사천소방서,사천119안전센터,경상남도 사천시 사천읍 무산로 21,055-830-9420,055-830-9429
1004,경상남도,사천소방서,사남119안전센터,경상남도 사천시 사남면 공단2로 53,055-830-9410,055-830-9419
1005,경상남도,사천소방서,곤양119안전센터,경상남도 사천시 곤양면 곤북로 64,055-850-9430,055-830-9439
1006,경상남도,김해동부소방서,삼정119안전센터,경상남도 김해시 김해대로 2507,055-320-9360,055-320-9369
1007,경상남도,김해동부소방서,동상119안전센터,경상남도 김해시 구지로 179,055-320-9370,055-320-9379
1008,경상남도,김해동부소방서,내외119안전센터,경상남도 김해시 내외로 77,055-320-9380,055-320-9389
1009,경상남도,김해동부소방서,상동119안전센터,경상남도 김해시 상동면 상동로 637,055-320-9390,055-320-9399
1010,경상남도,김해동부소방서,생림119안전센터,경상남도 김해시 생림면 봉림로 106,055-320-9400,055-320-9409
1011,경상남도,김해동부소방서,북부119안전센터,경상남도 김해시 해반천로 166,055-320-9410,055-320-9419
1012,경상남도,김해동부소방서,대동119안전센터,경상남도 김해시 대동면 동남로41번길 19,055-320-9420,055-320-9429
1013,경상남도,김해서부소방서,진례119안전센터,경상남도 김해시 진례면 서부로 730,055-344-9370,055-344-9379
1014,경상남도,김해서부소방서,장유119안전센터,경상남도 김해시 번화2로 12,055-344-9360,055-344-9369
1015,경상남도,김해서부소방서,진영119안전센터,경상남도 김해시 진영읍 장등로 4,055-344-9380,055-344-9389
1016,경상남도,김해서부소방서,주촌119안전센터,경상남도 김해시 주촌면 주선로 29,055-344-9390,055-344-9399
1017,경상남도,김해서부소방서,한림119안전센터,경상남도 김해시 한림면 한림로 401번길 50,055-344-9410,055-344-9419
1018,경상남도,김해서부소방서,율하119안전센터,경상남도 김해시 율하4로 112,055-344-9420,055-344-9429
1019,경상남도,밀양소방서,교동119안전센터,경상남도 밀양시 밀양대공원로 66,055-350-9360,055-350-9369
1020,경상남도,밀양소방서,가곡119안전센터,경상남도 밀양시 용두로 5,055-350-9374,055-350-9379
1021,경상남도,밀양소방서,하남119안전센터,경상남도 밀양시 하남읍 명례로 108,055-350-9385,055-350-9389
1022,경상남도,밀양소방서,삼랑진119안전센터,경상남도 밀양시 삼랑진읍 삼랑진로 16-3,055-350-9394,055-350-9399
1023,경상남도,밀양소방서,산동119안전센터,경상남도 밀양시 산외면 단산길 2-7,055-350-9402,055-350-9409
1024,경상남도,밀양소방서,무안119안전센터,경상남도 밀양시 무안면 사명로 541,055-350-9412,055-350-9419
1025,경상남도,거제소방서,옥포119안전센터,경상남도 거제시 진목로 1,055-689-9361,055-689-9369
1026,경상남도,거제소방서,장승포119안전센터,경상남도 거제시 능포로 77,055-689-9370,055-689-9379
1027,경상남도,거제소방서,신현119안전센터,경상남도 거제시 계룡로 52,055-689-9380,055-689-9389
1028,경상남도,거제소방서,거제119안전센터,경상남도 거제시 거제면 거제남서로 3429,055-689-9400,055-689-9409
1029,경상남도,거제소방서,연초119안전센터,경상남도 거제시 연초면 거제북로1,055-689-9410,055-689-9419
1030,경상남도,거제소방서,동부119안전센터,경상남도 거제시 남부면 저구해안길 16,055-689-9420,055-689-9429
1031,경상남도,거제소방서,사등119안전센터,경상남도 거제시 사등면 덕호해안길 63,055-689-9430,055-689-9439
1032,경상남도,양산소방서,물금119안전센터,경상남도 양산시 물금읍 황산로 719,055-379-9360,055-379-9369
1033,경상남도,양산소방서,중앙119안전센터,경상남도 양산시 신기로 13,055-760-9370,055-760-9379
1034,경상남도,양산소방서,웅상119안전센터,경상남도 양산시 웅상대로 1120,055-379-9380,055-379-9389
1035,경상남도,양산소방서,하북119안전센터,경상남도 양산시 하북면 양산대로 2255-38,055-379-9390,055-379-9399
1036,경상남도,양산소방서,중부119안전센터,경상남도 양산시 양산역6길 27,055-379-9330,055-379-9339
1037,경상남도,양산소방서,평산119안전센터,경상남도 양산시 내연4길 9,055-379-9320,055-379-9329
1038,경상남도,양산소방서,상북119안전센터,경상남도 양산시 석계로 37,055-379-9420,055-379-9429
1039,경상남도,의령소방서,의령119안전센터,경상남도 의령군 의령읍 의병로 108-17,055-570-9310,055-570-9319
1040,경상남도,의령소방서,부림119안전센터,경상남도 의령군 부림면 대한로 1666,055-570-9320,055-570-9329
1041,경상남도,함안소방서,가야119안전센터,경상남도 함안군 가야읍 선왕길 59,055-580-9300,055-580-9309
1042,경상남도,함안소방서,칠원119안전센터,경상남도 함안군 칠원읍 용산2길 121,055-580-9330,055-580-9339
1043,경상남도,함안소방서,군북119안전센터,경상남도 함안군 군북면 함마대로 760,055-580-9340,055-580-9349
1044,경상남도,창녕소방서,창녕119안전센터,경상남도 창녕군 대지면 우포2로 1097,055-259-9360,055-259-9369
1045,경상남도,창녕소방서,남지119안전센터,경상남도 창녕군 남지읍 동포로 64,055-259-9370,055-259-9379
1046,경상남도,창녕소방서,영산119안전센터,경상남도 창녕군 영산면 영산장마로 697,055-259-9330,055-259-9339
1047,경상남도,창녕소방서,부곡119안전센터,경상남도 창녕군 부곡면 원앙로 184,055-259-9380,055-259-9389
1048,경상남도,고성소방서,고성119안전센터,경상남도 고성군 고성읍 남해안대로 2670,055-670-9310,055-670-9319
1049,경상남도,고성소방서,회화119안전센터,경상남도 고성군 회화면 영회로 2211,055-670-9320,055-670-9329
1050,경상남도,고성소방서,거류119안전센터,경상남도 고성군 거류면 봉암 1길 9,055-670-9340,055-670-9349
1051,경상남도,남해소방서,남해119안전센터,경상남도 남해군 남해읍 스포츠로 81,055-860-9360,055-860-9369
1052,경상남도,남해소방서,삼동119안전센터,경상남도 남해군 삼동면 동부대로 1795,055-860-9370,055-860-9379
1053,경상남도,남해소방서,미조119안전센터,경상남도 남해군 미조면 미송로 486번길 19,055-860-9330,055-860-9339
1054,경상남도,하동소방서,금성119안전센터,경상남도 하동군 금성면 금성로 15,055-880-9322,055-880-9329
1055,경상남도,하동소방서,하동119안전센터,경상남도 하동군 적량면 공설운동장로 169,055-880-9364,055-880-9369
1056,경상남도,하동소방서,진교119안전센터,경상남도 하동군 진교면 진양로 27,055-880-9374,055-880-9379
1057,경상남도,하동소방서,화개119안전센터,경상남도 하동군 화개면 쌍계로 58 ,055-880-9330,055-880-9339
1058,경상남도,산청소방서,산청119안전센터,경상남도 산청군 산청읍 중앙로 76-7,055-970-9310,055-970-9319
1059,경상남도,산청소방서,단성119안전센터,경상남도 산청군 단성면 사직단로 447-8,055-970-9320,055-970-9329
1060,경상남도,함양소방서,함양119안전센터,경상남도 함양군 함양읍 고운로 161-41,055-960-9310,055-960-9319
1061,경상남도,함양소방서,안의119안전센터,경상남도 함양군 안의면 금성길 19,055-960-9320,055-960-9329
1062,경상남도,거창소방서,대평119안전센터,경상남도 거창군 거창읍 거함대로 3324,055-940-9361,055-940-9369
1063,경상남도,거창소방서,위천119안전센터,경상남도 거창군 위천면 원학길 321,055-940-9371,055-940-9379
1064,경상남도,거창소방서,가조119안전센터,경상남도 거창군 가조면 마상3길 32,055-940-9381,055-940-9389
1065,경상남도,합천소방서,합천119안전센터,경상남도 합천군 합천읍 인덕로 2453,055-930-9301,055-930-9309
1066,경상남도,합천소방서,초계119안전센터,경상남도 합천군 초계면 양동로 6-16,055-930-9322,055-930-9329
1067,경상남도,합천소방서,북부119안전센터,경상남도 합천군 야로면 월광2길 5,055-930-9357,055-930-9359
1068,경상남도,합천소방서,삼가119안전센터,경상남도 합천군 삼가면 삼가로 287,055-930-9317,
1069,제주특별자치도,제주소방서,이도119안전센터,제주특별자치도 제주시 중앙로 342(이도이동),064-756-1175,064-729-0429
1070,제주특별자치도,제주소방서,삼도119안전센터,제주특별자치도 제주시 탑동로 101,064-756-4258,064-729-0439
1071,제주특별자치도,제주소방서,오라119안전센터,제주특별자치도 제주시 서광로2길 24,064-756-1176,064-729-0459
1072,제주특별자치도,제주소방서,노형119안전센터,제주특별자치도 제주시 광평동로 2,064-742-5119,064-729-0479
1073,제주특별자치도,제주소방서,화북119안전센터,제주특별자치도 제주시 동화로1길 3,064-726-6119,064-729-0419
1074,제주특별자치도,제주소방서,항만119안전센터,제주특별자치도 제주시 임항로 146,064-756-1178,064-729-0469
1075,제주특별자치도,제주소방서,외도119안전센터,제주특별자치도 제주시 통물길 75,064-749-7333,064-729-0489
1076,제주특별자치도,제주소방서,아라119안전센터,제주특별자치도 제주시 사송길 116,064-721-5119,064-729-0409
1077,제주특별자치도,제주소방서,연동119안전센터,제주특별자치도 제주시 문송길 14,064-743-2119,064-729-0449
1078,제주특별자치도,서귀포소방서,동홍119안전센터,제주특별자치도 서귀포시 서홍로 14,064-762-1119,064-730-7429
1079,제주특별자치도,서귀포소방서,중문119안전센터,제주특별자치도 서귀포시 일주서로 669,064-738-0119,064-730-7439
1080,제주특별자치도,서귀포소방서,효돈119안전센터,제주특별자치도 서귀포시 일주동로 8234,064-767-2119,064-730-7449
1081,제주특별자치도,서귀포소방서,대신119안전센터,제주특별자치도 서귀포시 서호남로 20(법환동),064-739-0119,064-730-7419
1082,제주특별자치도,서부소방서,한림119안전센터,제주특별자치도 제주시 한림읍 한림중앙로 150,064-796-2119,064-795-0419
1083,제주특별자치도,서부소방서,애월119안전센터,제주특별자치도 제주시 애월읍 일주서로 6513,064-799-3119,064-795-0429
1084,제주특별자치도,서부소방서,한경119안전센터,제주특별자치도 제주시 한경면 일주서로 4218,064-773-0119,064-795-0449
1085,제주특별자치도,서부소방서,대정119안전센터,제주특별자치도 서귀포시 대정읍 일주서로 2717,064-794-1119,064-795-0439
1086,제주특별자치도,서부소방서,안덕119안전센터,제주특별자치도 서귀포시 안덕면 화순서서로 2,064-794-9119,064-795-0459
1087,제주특별자치도,서부소방서,영어교육도시119안전센터,제주특별자치도 서귀포시 대정읍 에듀시티로 238,064-792-5119,064-795-0469
1088,제주특별자치도,동부소방서,구좌119안전센터,제주특별자치도 제주시 구좌읍 세화14길 8,064-783-0119,064-780-9429
1089,제주특별자치도,동부소방서,남원119안전센터,제주특별자치도 서귀포시 남원읍 남원체육관로221번길 23,064-764-0119,064-780-9449
1090,제주특별자치도,동부소방서,성산119안전센터,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 7,064-782-0119,064-780-9419
1091,제주특별자치도,동부소방서,조천119안전센터,제주특별자치도 제주시 조천읍 신북로 337,064-782-6119,064-780-9439
1092,제주특별자치도,동부소방서,표선119안전센터,제주특별자치도 서귀포시 표선면 표선관정로 39-16,064-787-0119,064-780-9459
1093,창원시,진해소방서,풍호119안전센터,경상남도 창원시 진해구 진해대로 1101,055-548-9460,055-548-9469
1094,창원시,진해소방서,대흥119안전센터,경상남도 창원시 진해구 백구로 72,055-548-9361,055-548-9369
1095,창원시,진해소방서,이동119안전센터,경상남도 창원시 진해구 충장로 434,055-548-9371,055-548-9379
1096,창원시,진해소방서,웅동119안전센터,경상남도 창원시 진해구 남의로 11,055-548-9381,055-548-9389
1097,창원시,진해소방서,용원119안전센터,경상남도 창원시 진해구 용원로 43,055-548-9391,055-548-9379
1098,창원시,의창소방서,소답119안전센터,경상남도 창원시 의창구 의안로44번길 5,055-225-9361,055-225-9369
1099,창원시,의창소방서,봉곡119안전센터,경상남도 창원시 의창구 지귀로 127,055-225-9371,055-225-9379
1100,창원시,의창소방서,팔룡119안전센터,경상남도 창원시 의창구 창원대로204번길 15,055-225-9381,055-225-9389
1101,창원시,의창소방서,동읍119안전센터,경상남도 창원시 의창구 동읍 동읍로71번길 14-14,055-225-9391,055-225-9399
1102,창원시,의창소방서,북면119안전센터,경상남도 창원시 의창구 북면 감계로 110번길 54-36,055-225-9401,055-225-9409
1103,창원시,의창소방서,대산119안전센터,경상남도 창원시 의창구 대산면 봉강가술로 583,055-225-9411,055-225-9419
1104,창원시,성산소방서,신월119안전센터,경상남도 창원시 의창구 상남로 165,055-211-9361,055-211-9369
1105,창원시,성산소방서,외동119안전센터,경상남도 창원시 성산구 삼동로128번길 19,055-211-9381,055-211-9389
1106,창원시,성산소방서,가음정119안전센터,경상남도 창원시 성산구 대정로 39,055-211-9371,055-211-9379
1107,창원시,성산소방서,대원119안전센터,경상남도 창원시 의창구 두대로55번길 11,055-211-9401,055-211-9409
1108,창원시,성산소방서,웅남119안전센터,경상남도 창원시 성산구 봉양로 406,055-211-9461,055-211-9469
1109,창원시,마산소방서,중앙119안전센터,경상남도 창원시 마산합포구 제2부두로 55,055-249-9360,055-249-9369
1110,창원시,마산소방서,남성119안전센터,경상남도 원시 마산합포구 남성로 114,055-249-9380,055-249-9389
1111,창원시,마산소방서,진동119안전센터,경상남도 창원시 마산합포구 진동면 해양관광로 52,055-249-9390,055-249-9399
1112,창원시,마산소방서,석전119안전센터,경상남도 창원시 마산회원구 양덕옛1길 62,055-249-9401,055-249-9409
1113,창원시,마산소방서,양봉119안전센터,경상남도 창원시 마산회원구 자유무역1길 22,055-249-9410,055-249-9419
1114,창원시,마산소방서,구암119안전센터,경상남도 창원시 마산회원구 팔용로 260,055-249-9420,055-249-9429
1115,창원시,마산소방서,내서119안전센터,경상남도 창원시 마산회원구 내서읍 중리공단로 104,055-249-9430,055-249-9439
1116,창원시,마산소방서,호계119안전센터,경상남도 창원시 마산회원구 내서읍 호계본동3길 59-10,055-249-9440,055-249-9449
1117,창원시,마산소방서,구산119안전센터,경상남도 창원시 마산합포구 구산면 해양관광로 1401,055-249-9450,055-249-9459
1118,창원시,마산소방서,진전119안전센터,경상남도 창원시 마산합포구 진전면 삼진의거대로 55-89,055-249-9460,055-249-9469
